YEAR,STATE,STATE_ABBREV,ENTIRE_STATE,LOC,LOC_TYPE,DATE_START,DATE_END,SOURCE_DOC,MONTH_DATE,FIPS
2017,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2017-11-01,27017
2017,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2017-12-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-01-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-02-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-03-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-04-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-05-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-06-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-07-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-08-01,27017
2018,Minnesota,MN,0,Carlton County,County,2017-10-01,2018-09-30,2018_MN,2018-09-01,27017
2018,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2018-10-01,27017
2018,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2018-11-01,27017
2018,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2018-12-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-01-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-02-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-03-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-04-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-05-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-06-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-07-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-08-01,27017
2019,Minnesota,MN,0,Carlton County,County,2018-10-01,2019-09-30,2019_MN,2019-09-01,27017
2013,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2013-10-01,27021
2013,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2013-11-01,27021
2013,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2013-12-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-01-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-02-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-03-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-04-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-05-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-06-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-07-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-08-01,27021
2014,Minnesota,MN,0,Cass County,County,2013-10-01,2014-09-30,2014_MN,2014-09-01,27021
2016,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2016-10-01,27021
2016,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2016-11-01,27021
2016,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2016-12-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-01-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-02-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-03-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-04-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-05-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-06-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-07-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-08-01,27021
2017,Minnesota,MN,0,Cass County,County,2016-10-01,2017-09-30,2017_MN,2017-09-01,27021
2017,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2017-10-01,27021
2017,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2017-11-01,27021
2017,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2017-12-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-01-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-02-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-03-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-04-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-05-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-06-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-07-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-08-01,27021
2018,Minnesota,MN,0,Cass County,County,2017-10-01,2018-09-30,2018_MN,2018-09-01,27021
2018,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2018-10-01,27021
2018,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2018-11-01,27021
2018,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2018-12-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-01-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-02-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-03-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-04-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-05-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-06-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-07-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-08-01,27021
2019,Minnesota,MN,0,Cass County,County,2018-10-01,2019-09-30,2019_MN,2019-09-01,27021
2017,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2017-10-01,NA
2017,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2017-11-01,NA
2017,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2017-12-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-01-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-02-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-03-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-04-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-05-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-06-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-07-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-08-01,NA
2018,Minnesota,MN,0,Chippewa Trust,Reservation Area,2017-10-01,2018-09-30,2018_MN,2018-09-01,NA
2013,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2013-10-01,27029
2013,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2013-11-01,27029
2013,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2013-12-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-01-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-02-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-03-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-04-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-05-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-06-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-07-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-08-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2013-10-01,2014-09-30,2014_MN,2014-09-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2014-10-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2014-11-01,27029
2014,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2014-12-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-01-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-02-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-03-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-04-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-05-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-06-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-07-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-08-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2014-10-01,2015-09-30,2015_MN,2015-09-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2015-10-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2015-11-01,27029
2015,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2015-12-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-01-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-02-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-03-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-04-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-05-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-06-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-07-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-08-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2015-10-01,2016-09-30,2016_MN,2016-09-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2016-10-01,2017-09-30,2017_MN,2016-10-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2016-10-01,2017-09-30,2017_MN,2016-11-01,27029
2016,Minnesota,MN,0,Clearwater County,County,2016-10-01,2017-09-30,2017_MN,2016-12-01,27029
