STATE,STATE_ABBREV,ENTIRE_STATE,LOC,LOC_TYPE,SOURCE_DOC,DATE_START,DATE_END,MONTH_DATE,YEAR,FIPS,generated_n,benchmark_n,match_flag
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Itasca County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27061,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Kanabec County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27065,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Koochiching County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27071,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Lake Of The Woods County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27077,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mahnomen County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27087,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Mille Lacs County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27095,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Norman County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27107,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Shakopee Mdekanton Sioux,Reservation,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,NA,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2016-10-01,2016,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2016-11-01,2016,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2016-12-01,2016,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-01-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-02-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-03-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-04-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-05-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-06-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-07-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-08-01,2017,27159,1,0,FALSE
Minnesota,MN,0,Wadena County,County,2017_MN,2016-10-01,2017-09-30,2017-09-01,2017,27159,1,0,FALSE
